"Observation"	"Variable"	"Measurement"	"Group"	"Supergroup"
"observation05"	"variable02"	0.662404838716611	"group3"	"supergroup1"
"observation05"	"variable03"	0.3733808954712	"group3"	"supergroup1"
"observation05"	"variable04"	0.161743172211573	"group3"	"supergroup1"
"observation05"	"variable05"	0.0553074383642524	"group3"	"supergroup1"
"observation05"	"variable06"	0.436071302741766	"group3"	"supergroup1"
"observation05"	"variable07"	0.14897721586749	"group3"	"supergroup1"
"observation05"	"variable08"	0.0421488464344293	"group3"	"supergroup1"
"observation05"	"variable09"	0.013891251757741	"group3"	"supergroup1"
"observation05"	"variable10"	0.492874200688675	"group3"	"supergroup1"
"observation06"	"variable01"	0.624093865742907	"group3"	"supergroup1"
"observation06"	"variable02"	0.0213497052900493	"group3"	"supergroup1"
"observation06"	"variable03"	0.167979596648365	"group3"	"supergroup1"
"observation06"	"variable04"	0.949763792566955	"group3"	"supergroup1"
"observation06"	"variable05"	0.382361583178863	"group3"	"supergroup1"
"observation06"	"variable06"	0.941096091875806	"group3"	"supergroup1"
"observation06"	"variable07"	0.432487327372655	"group3"	"supergroup1"
"observation06"	"variable08"	0.673360216896981	"group3"	"supergroup1"
"observation06"	"variable09"	0.9077517115511	"group3"	"supergroup1"
"observation06"	"variable10"	0.107215186348185	"group3"	"supergroup1"
"observation07"	"variable01"	0.71617657202296	"group4"	"supergroup1"
"observation07"	"variable02"	0.606178388465196	"group4"	"supergroup1"
"observation07"	"variable03"	0.189331201137975	"group4"	"supergroup1"
"observation07"	"variable04"	0.156969076720998	"group4"	"supergroup1"
"observation07"	"variable05"	0.424667889485136	"group4"	"supergroup1"
"observation07"	"variable06"	0.952408733544871	"group4"	"supergroup1"
"observation07"	"variable07"	0.51744548114948	"group4"	"supergroup1"
"observation07"	"variable08"	0.169739715987816	"group4"	"supergroup1"
"observation07"	"variable09"	0.690747271757573	"group4"	"supergroup1"
"observation07"	"variable10"	0.756378671852872	"group4"	"supergroup1"
"observation08"	"variable01"	0.591502476949245	"group4"	"supergroup1"
"observation08"	"variable02"	0.121993356151506	"group4"	"supergroup1"
"observation08"	"variable03"	0.57141449674964	"group4"	"supergroup1"
"observation08"	"variable04"	0.278717771638185	"group4"	"supergroup1"
"observation08"	"variable05"	0.421169240260497	"group4"	"supergroup1"
"observation08"	"variable06"	0.864927626913413	"group4"	"supergroup1"
"observation08"	"variable07"	0.677106112707406	"group4"	"supergroup1"
"observation08"	"variable08"	0.238959135254845	"group4"	"supergroup1"
"observation08"	"variable09"	0.702809926820919	"group4"	"supergroup1"
"observation08"	"variable10"	0.37993953959085	"group4"	"supergroup1"
"observation09"	"variable01"	0.907529552467167	"group5"	"supergroup1"
"observation09"	"variable02"	0.898230072110891	"group5"	"supergroup1"
"observation09"	"variable03"	0.147980505833402	"group5"	"supergroup1"
"observation09"	"variable04"	0.336832080502063	"group5"	"supergroup1"
"observation09"	"variable05"	0.824205378536135	"group5"	"supergroup1"
"observation09"	"variable06"	0.59502253565006	"group5"	"supergroup1"
"observation09"	"variable07"	0.797209897777066	"group5"	"supergroup1"
"observation09"	"variable08"	0.939976576482877	"group5"	"supergroup1"
"observation09"	"variable09"	0.352424961747602	"group5"	"supergroup1"
"observation09"	"variable10"	0.596749187679961	"group5"	"supergroup1"
"observation10"	"variable01"	0.235785725759342	"group5"	"supergroup1"
"observation10"	"variable02"	0.760537823429331	"group5"	"supergroup1"
"observation10"	"variable03"	0.274781288113445	"group5"	"supergroup1"
"observation10"	"variable04"	0.898667585803196	"group5"	"supergroup1"
"observation10"	"variable05"	0.783133143559098	"group5"	"supergroup1"
"observation10"	"variable06"	0.0300033348612487	"group5"	"supergroup1"
"observation10"	"variable07"	0.0454099324997514	"group5"	"supergroup1"
"observation10"	"variable08"	0.244243920082226	"group5"	"supergroup1"
"observation10"	"variable09"	0.342919229064137	"group5"	"supergroup1"
"observation10"	"variable10"	0.319433747790754	"group5"	"supergroup1"
"observation01"	"variable01"	0.808109679026529	"group1"	"supergroup2"
"observation01"	"variable02"	0.872206787811592	"group1"	"supergroup2"
"observation01"	"variable03"	0.571166484849527	"group1"	"supergroup2"
"observation01"	"variable04"	0.739602288929746	"group1"	"supergroup2"
"observation01"	"variable05"	0.939593079034239	"group1"	"supergroup2"
"observation01"	"variable06"	0.173633394995704	"group1"	"supergroup2"
"observation01"	"variable07"	0.472453742753714	"group1"	"supergroup2"
"observation01"	"variable08"	0.975693160668015	"group1"	"supergroup2"
"observation01"	"variable09"	0.362862144596875	"group1"	"supergroup2"
"observation01"	"variable10"	0.234164404217154	"group1"	"supergroup2"
"observation02"	"variable01"	0.176594760967419	"group1"	"supergroup2"
"observation02"	"variable02"	0.441638838266954	"group1"	"supergroup2"
"observation02"	"variable03"	0.477856213226914	"group1"	"supergroup2"
"observation02"	"variable04"	0.940104373032227	"group1"	"supergroup2"
"observation02"	"variable05"	0.844756871461868	"group1"	"supergroup2"
"observation02"	"variable06"	0.483672448201105	"group1"	"supergroup2"
"observation02"	"variable07"	0.706732159946114	"group1"	"supergroup2"
"observation02"	"variable08"	0.386457982240245	"group1"	"supergroup2"
"observation02"	"variable09"	0.0417420018929988	"group1"	"supergroup2"
"observation02"	"variable10"	0.172218879684806	"group1"	"supergroup2"
"observation03"	"variable01"	0.406713400501758	"group2"	"supergroup2"
"observation03"	"variable02"	0.0886347207706422	"group2"	"supergroup2"
"observation03"	"variable03"	0.77226910716854	"group2"	"supergroup2"
"observation03"	"variable04"	0.446025348035619	"group2"	"supergroup2"
"observation03"	"variable05"	0.148639304330572	"group2"	"supergroup2"
"observation03"	"variable06"	0.82521478808485	"group2"	"supergroup2"
"observation03"	"variable07"	0.216000807937235	"group2"	"supergroup2"
"observation03"	"variable08"	0.876192528987303	"group2"	"supergroup2"
"observation03"	"variable09"	0.834268542705104	"group2"	"supergroup2"
"observation03"	"variable10"	0.194948990130797	"group2"	"supergroup2"
"observation04"	"variable01"	0.347524909768254	"group2"	"supergroup2"
"observation04"	"variable02"	0.0688535240478814	"group2"	"supergroup2"
"observation04"	"variable03"	0.858332942705601	"group2"	"supergroup2"
"observation04"	"variable04"	0.0404279329814017	"group2"	"supergroup2"
"observation04"	"variable05"	0.999947485281155	"group2"	"supergroup2"
"observation04"	"variable06"	0.0169465669896454	"group2"	"supergroup2"
"observation04"	"variable07"	0.549951501423493	"group2"	"supergroup2"
"observation04"	"variable08"	0.553163331700489	"group2"	"supergroup2"
"observation04"	"variable09"	0.495657328283414	"group2"	"supergroup2"
"observation04"	"variable10"	0.982890099054202	"group2"	"supergroup2"
"observation05"	"variable01"	0.980707100359723	"group3"	"supergroup2"
"observation05"	"variable02"	0.782976649235934	"group3"	"supergroup2"
"observation05"	"variable03"	0.131449445849285	"group3"	"supergroup2"
"observation05"	"variable04"	0.175162747735158	"group3"	"supergroup2"
"observation05"	"variable05"	0.200876370538026	"group3"	"supergroup2"
"observation05"	"variable06"	0.19398125866428	"group3"	"supergroup2"
"observation05"	"variable07"	0.289554414572194	"group3"	"supergroup2"
"observation05"	"variable08"	0.31621139892377	"group3"	"supergroup2"
"observation05"	"variable09"	0.117919106036425	"group3"	"supergroup2"
"observation05"	"variable10"	0.847395287360996	"group3"	"supergroup2"
"observation06"	"variable01"	0.218803087016568	"group3"	"supergroup2"
"observation06"	"variable02"	0.844001735793427	"group3"	"supergroup2"
"observation06"	"variable03"	0.41467533679679	"group3"	"supergroup2"
"observation06"	"variable04"	0.119982022792101	"group3"	"supergroup2"
"observation06"	"variable05"	0.855246318969876	"group3"	"supergroup2"
"observation06"	"variable06"	0.966209893347695	"group3"	"supergroup2"
"observation06"	"variable07"	0.69083139533177	"group3"	"supergroup2"
"observation06"	"variable08"	0.716455226065591	"group3"	"supergroup2"
"observation06"	"variable09"	0.890788146993145	"group3"	"supergroup2"
"observation06"	"variable10"	0.209984593093395	"group3"	"supergroup2"
"observation07"	"variable01"	0.0105762328021228	"group4"	"supergroup2"
"observation07"	"variable02"	0.0498489048331976	"group4"	"supergroup2"
"observation07"	"variable03"	0.263387171784416	"group4"	"supergroup2"
"observation07"	"variable04"	0.372420841827989	"group4"	"supergroup2"
"observation07"	"variable05"	0.47959512216039	"group4"	"supergroup2"
"observation07"	"variable06"	0.240338283823803	"group4"	"supergroup2"
"observation07"	"variable07"	0.706256336299703	"group4"	"supergroup2"
"observation07"	"variable08"	0.38113849866204	"group4"	"supergroup2"
"observation07"	"variable09"	0.384136166190729	"group4"	"supergroup2"
"observation07"	"variable10"	0.149194029858336	"group4"	"supergroup2"
"observation08"	"variable01"	0.111769029172137	"group4"	"supergroup2"
"observation08"	"variable02"	0.550109523814172	"group4"	"supergroup2"
"observation08"	"variable03"	0.869726252742112	"group4"	"supergroup2"
"observation08"	"variable04"	0.912301013479009	"group4"	"supergroup2"
"observation08"	"variable05"	0.76982701360248	"group4"	"supergroup2"
"observation08"	"variable06"	0.860170947387815	"group4"	"supergroup2"
"observation08"	"variable07"	0.868649294134229	"group4"	"supergroup2"
"observation08"	"variable08"	0.836070222780108	"group4"	"supergroup2"
"observation08"	"variable09"	0.737375758821145	"group4"	"supergroup2"
"observation08"	"variable10"	0.561074251076207	"group4"	"supergroup2"
"observation09"	"variable01"	0.0426953502465039	"group5"	"supergroup2"
"observation09"	"variable02"	0.37285987008363	"group5"	"supergroup2"
"observation09"	"variable03"	0.897569773485884	"group5"	"supergroup2"
"observation09"	"variable04"	0.183671191334724	"group5"	"supergroup2"
"observation09"	"variable05"	0.358157763024792	"group5"	"supergroup2"
"observation09"	"variable06"	0.0509248012676835	"group5"	"supergroup2"
"observation09"	"variable07"	0.155020078178495	"group5"	"supergroup2"
"observation09"	"variable08"	0.778260176768526	"group5"	"supergroup2"
"observation09"	"variable09"	0.117803961504251	"group5"	"supergroup2"
"observation09"	"variable10"	0.263404973782599	"group5"	"supergroup2"
"observation10"	"variable01"	0.483618220780045	"group5"	"supergroup2"
"observation10"	"variable02"	0.0416498931590468	"group5"	"supergroup2"
"observation10"	"variable03"	0.85498109809123	"group5"	"supergroup2"
"observation10"	"variable04"	0.551061213249341	"group5"	"supergroup2"
"observation10"	"variable05"	0.184225311269984	"group5"	"supergroup2"
"observation10"	"variable06"	0.777152754133567	"group5"	"supergroup2"
"observation10"	"variable07"	0.163365325657651	"group5"	"supergroup2"
"observation10"	"variable08"	0.777664709370583	"group5"	"supergroup2"
"observation10"	"variable09"	0.0250098400283605	"group5"	"supergroup2"
"observation10"	"variable10"	0.845102715073153	"group5"	"supergroup2"
