"Observation"	"Variable"	"Measurement"	"Group"	"Supergroup"
"obs02"	"var04"	0.521982417209074	"control"	"supergroup2"
"obs02"	"var05"	0.577923496486619	"control"	"supergroup2"
"obs02"	"var06"	0.241339673986658	"control"	"supergroup2"
"obs02"	"var07"	0.0919408488553017	"control"	"supergroup2"
"obs02"	"var08"	0.0801833919249475	"control"	"supergroup2"
"obs02"	"var09"	0.959949378389865	"control"	"supergroup2"
"obs02"	"var10"	0.345011466182768	"control"	"supergroup2"
"obs03"	"var01"	0.813798652496189	"control"	"supergroup2"
"obs03"	"var02"	0.456037433585152	"control"	"supergroup2"
"obs03"	"var03"	0.0925522530451417	"control"	"supergroup2"
"obs03"	"var04"	0.177722731372342	"control"	"supergroup2"
"obs03"	"var05"	0.820345152635127	"control"	"supergroup2"
"obs03"	"var06"	0.087352002505213	"control"	"supergroup2"
"obs03"	"var07"	0.770235001808032	"control"	"supergroup2"
"obs03"	"var08"	0.116120799677446	"control"	"supergroup2"
"obs03"	"var09"	0.747614772524685	"control"	"supergroup2"
"obs03"	"var10"	0.298580411355942	"control"	"supergroup2"
"obs04"	"var01"	0.717477073194459	"control"	"supergroup2"
"obs04"	"var02"	0.325408717617393	"control"	"supergroup2"
"obs04"	"var03"	0.724424578249454	"control"	"supergroup2"
"obs04"	"var04"	0.922121192328632	"control"	"supergroup2"
"obs04"	"var05"	0.689239196712151	"control"	"supergroup2"
"obs04"	"var06"	0.0992771771270782	"control"	"supergroup2"
"obs04"	"var07"	0.836601775838062	"control"	"supergroup2"
"obs04"	"var08"	0.648453633999452	"control"	"supergroup2"
"obs04"	"var09"	0.274949517799541	"control"	"supergroup2"
"obs04"	"var10"	0.338167843874544	"control"	"supergroup2"
"obs05"	"var01"	0.581915257498622	"control"	"supergroup2"
"obs05"	"var02"	0.536993172718212	"control"	"supergroup2"
"obs05"	"var03"	0.563244405668229	"control"	"supergroup2"
"obs05"	"var04"	0.253478129627183	"control"	"supergroup2"
"obs05"	"var05"	0.542537230299786	"control"	"supergroup2"
"obs05"	"var06"	0.788962750462815	"control"	"supergroup2"
"obs05"	"var07"	0.184223637916148	"control"	"supergroup2"
"obs05"	"var08"	0.0442763031460345	"control"	"supergroup2"
"obs05"	"var09"	0.604694193229079	"control"	"supergroup2"
"obs05"	"var10"	0.56115849991329	"control"	"supergroup2"
"obs06"	"var01"	0.417817799607292	"treatment"	"supergroup2"
"obs06"	"var02"	0.5104014351964	"treatment"	"supergroup2"
"obs06"	"var03"	0.735506131313741	"treatment"	"supergroup2"
"obs06"	"var04"	0.854484682902694	"treatment"	"supergroup2"
"obs06"	"var05"	0.549803250236437	"treatment"	"supergroup2"
"obs06"	"var06"	0.411196925211698	"treatment"	"supergroup2"
"obs06"	"var07"	0.235299135558307	"treatment"	"supergroup2"
"obs06"	"var08"	0.690263149794191	"treatment"	"supergroup2"
"obs06"	"var09"	0.727663045749068	"treatment"	"supergroup2"
"obs06"	"var10"	0.6552869300358	"treatment"	"supergroup2"
"obs07"	"var01"	0.686641436070204	"treatment"	"supergroup2"
"obs07"	"var02"	0.258844205411151	"treatment"	"supergroup2"
"obs07"	"var03"	0.30609465832822	"treatment"	"supergroup2"
"obs07"	"var04"	0.466622527921572	"treatment"	"supergroup2"
"obs07"	"var05"	0.362948970636353	"treatment"	"supergroup2"
"obs07"	"var06"	0.446851053275168	"treatment"	"supergroup2"
"obs07"	"var07"	0.983301868895069	"treatment"	"supergroup2"
"obs07"	"var08"	0.868558695074171	"treatment"	"supergroup2"
"obs07"	"var09"	0.550823163241148	"treatment"	"supergroup2"
"obs07"	"var10"	0.594532882794738	"treatment"	"supergroup2"
"obs08"	"var01"	0.311462335987017	"treatment"	"supergroup2"
"obs08"	"var02"	0.614322221837938	"treatment"	"supergroup2"
"obs08"	"var03"	0.280883552506566	"treatment"	"supergroup2"
"obs08"	"var04"	0.990450717275962	"treatment"	"supergroup2"
"obs08"	"var05"	0.726774830138311	"treatment"	"supergroup2"
"obs08"	"var06"	0.661404059268534	"treatment"	"supergroup2"
"obs08"	"var07"	0.648621644359082	"treatment"	"supergroup2"
"obs08"	"var08"	0.641503717983142	"treatment"	"supergroup2"
"obs08"	"var09"	0.723080384079367	"treatment"	"supergroup2"
"obs08"	"var10"	0.702527084387839	"treatment"	"supergroup2"
"obs09"	"var01"	0.375030665891245	"treatment"	"supergroup2"
"obs09"	"var02"	0.939193935832009	"treatment"	"supergroup2"
"obs09"	"var03"	0.279828313505277	"treatment"	"supergroup2"
"obs09"	"var04"	0.831846649292856	"treatment"	"supergroup2"
"obs09"	"var05"	0.0577448804397136	"treatment"	"supergroup2"
"obs09"	"var06"	0.63248273730278	"treatment"	"supergroup2"
"obs09"	"var07"	0.74281390151009	"treatment"	"supergroup2"
"obs09"	"var08"	0.270615340443328	"treatment"	"supergroup2"
"obs09"	"var09"	0.976853739004582	"treatment"	"supergroup2"
"obs09"	"var10"	0.639473583782092	"treatment"	"supergroup2"
"obs10"	"var01"	0.0363426669500768	"treatment"	"supergroup2"
"obs10"	"var02"	0.556265946477652	"treatment"	"supergroup2"
"obs10"	"var03"	0.73832343891263	"treatment"	"supergroup2"
"obs10"	"var04"	0.0331572908908129	"treatment"	"supergroup2"
"obs10"	"var05"	0.0842246264219284	"treatment"	"supergroup2"
"obs10"	"var06"	0.0616546131204814	"treatment"	"supergroup2"
"obs10"	"var07"	0.352661475772038	"treatment"	"supergroup2"
"obs10"	"var08"	0.0363760404288769	"treatment"	"supergroup2"
"obs10"	"var09"	0.446269130101427	"treatment"	"supergroup2"
"obs10"	"var10"	0.921394614502788	"treatment"	"supergroup2"
