"Variable"	"Observation"	"Group"	"Series"	"Measurement"
"var01"	"obs10"	"group10"	1	0.163950912421569
"var02"	"obs10"	"group10"	1	0.763512398349121
"var03"	"obs10"	"group10"	1	0.225960509618744
"var04"	"obs10"	"group10"	1	0.651062559802085
"var05"	"obs10"	"group10"	1	0.859631174476817
"var06"	"obs10"	"group10"	1	0.954566209111363
"var07"	"obs10"	"group10"	1	0.0624748833943158
"var08"	"obs10"	"group10"	1	0.566752642160282
"var09"	"obs10"	"group10"	1	0.420308270025998
"var10"	"obs10"	"group10"	1	0.785686124814674
"var01"	"obs11"	"group01"	2	0.281395502155647
"var02"	"obs11"	"group01"	2	0.398614164208993
"var03"	"obs11"	"group01"	2	0.484286442864686
"var04"	"obs11"	"group01"	2	0.354181252187118
"var05"	"obs11"	"group01"	2	0.249868512153625
"var06"	"obs11"	"group01"	2	0.828720079967752
"var07"	"obs11"	"group01"	2	0.670005421154201
"var08"	"obs11"	"group01"	2	0.00469866977073252
"var09"	"obs11"	"group01"	2	0.325282377656549
"var10"	"obs11"	"group01"	2	0.0106329116970301
"var01"	"obs12"	"group02"	2	0.532516886712983
"var02"	"obs12"	"group02"	2	0.975456981454045
"var03"	"obs12"	"group02"	2	0.835734693566337
"var04"	"obs12"	"group02"	2	0.690611188299954
"var05"	"obs12"	"group02"	2	0.0798575733788311
"var06"	"obs12"	"group02"	2	0.44204730540514
"var07"	"obs12"	"group02"	2	0.589369522407651
"var08"	"obs12"	"group02"	2	0.144766240380704
"var09"	"obs12"	"group02"	2	0.230848586652428
"var10"	"obs12"	"group02"	2	0.447031983174384
"var01"	"obs13"	"group03"	2	0.642312229378149
"var02"	"obs13"	"group03"	2	0.860172154847533
"var03"	"obs13"	"group03"	2	0.7542517662514
"var04"	"obs13"	"group03"	2	0.0291757460217923
"var05"	"obs13"	"group03"	2	0.779942721594125
"var06"	"obs13"	"group03"	2	0.444480178179219
"var07"	"obs13"	"group03"	2	0.912658437155187
"var08"	"obs13"	"group03"	2	0.241290227044374
"var09"	"obs13"	"group03"	2	0.590000525815412
"var10"	"obs13"	"group03"	2	0.175875087734312
"var01"	"obs14"	"group04"	2	0.98298212653026
"var02"	"obs14"	"group04"	2	0.849347773008049
"var03"	"obs14"	"group04"	2	0.604517984902486
"var04"	"obs14"	"group04"	2	0.763858261983842
"var05"	"obs14"	"group04"	2	0.429805041756481
"var06"	"obs14"	"group04"	2	0.568186120362952
"var07"	"obs14"	"group04"	2	0.269129086052999
"var08"	"obs14"	"group04"	2	0.400638068560511
"var09"	"obs14"	"group04"	2	0.129878181731328
"var10"	"obs14"	"group04"	2	0.176728411577642
"var01"	"obs15"	"group05"	2	0.585707601392642
"var02"	"obs15"	"group05"	2	0.0902145283762366
"var03"	"obs15"	"group05"	2	0.28524403902702
"var04"	"obs15"	"group05"	2	0.245292172534391
"var05"	"obs15"	"group05"	2	0.0487586637027562
"var06"	"obs15"	"group05"	2	0.139925549738109
"var07"	"obs15"	"group05"	2	0.420765495393425
"var08"	"obs15"	"group05"	2	0.990131921134889
"var09"	"obs15"	"group05"	2	0.684114452451468
"var10"	"obs15"	"group05"	2	0.214502213755623
"var01"	"obs16"	"group06"	2	0.0446945882868022
"var02"	"obs16"	"group06"	2	0.928862250642851
"var03"	"obs16"	"group06"	2	0.718766839476302
"var04"	"obs16"	"group06"	2	0.333083268953487
"var05"	"obs16"	"group06"	2	0.342187972506508
"var06"	"obs16"	"group06"	2	0.00712177157402039
"var07"	"obs16"	"group06"	2	0.68893038877286
"var08"	"obs16"	"group06"	2	0.547439198708162
"var09"	"obs16"	"group06"	2	0.300765441730618
"var10"	"obs16"	"group06"	2	0.135903504677117
"var01"	"obs17"	"group07"	2	0.513127917191014
"var02"	"obs17"	"group07"	2	0.815329965436831
"var03"	"obs17"	"group07"	2	0.183343785814941
"var04"	"obs17"	"group07"	2	0.571314720902592
"var05"	"obs17"	"group07"	2	0.573532560141757
"var06"	"obs17"	"group07"	2	0.046271963045001
"var07"	"obs17"	"group07"	2	0.357226546388119
"var08"	"obs17"	"group07"	2	0.867551338393241
"var09"	"obs17"	"group07"	2	0.79354476602748
"var10"	"obs17"	"group07"	2	0.102840978419408
"var01"	"obs18"	"group08"	2	0.0769993360154331
"var02"	"obs18"	"group08"	2	0.523424465907738
"var03"	"obs18"	"group08"	2	0.290900983847678
"var04"	"obs18"	"group08"	2	0.622237470466644
"var05"	"obs18"	"group08"	2	0.547694157576188
"var06"	"obs18"	"group08"	2	0.0479457096662372
"var07"	"obs18"	"group08"	2	0.341496179811656
"var08"	"obs18"	"group08"	2	0.467927385121584
"var09"	"obs18"	"group08"	2	0.944956828840077
"var10"	"obs18"	"group08"	2	0.238483045483008
"var01"	"obs19"	"group09"	2	0.644129160558805
"var02"	"obs19"	"group09"	2	0.602521062362939
"var03"	"obs19"	"group09"	2	0.967361585237086
"var04"	"obs19"	"group09"	2	0.48662455775775
"var05"	"obs19"	"group09"	2	0.0610507854726166
"var06"	"obs19"	"group09"	2	0.411882798420265
"var07"	"obs19"	"group09"	2	0.361082470044494
"var08"	"obs19"	"group09"	2	0.268158856546506
"var09"	"obs19"	"group09"	2	0.81595129147172
"var10"	"obs19"	"group09"	2	0.545957256108522
"var01"	"obs20"	"group10"	2	0.285520479083061
"var02"	"obs20"	"group10"	2	0.86792381759733
"var03"	"obs20"	"group10"	2	0.102026833919808
"var04"	"obs20"	"group10"	2	0.74073360580951
"var05"	"obs20"	"group10"	2	0.420668201055378
"var06"	"obs20"	"group10"	2	0.886827918933704
"var07"	"obs20"	"group10"	2	0.0663831154815853
"var08"	"obs20"	"group10"	2	0.496530901407823
"var09"	"obs20"	"group10"	2	0.547653918620199
"var10"	"obs20"	"group10"	2	0.99016508157365
"var01"	"obs21"	"group01"	3	0.857121310196817
"var02"	"obs21"	"group01"	3	0.114513655891642
"var03"	"obs21"	"group01"	3	0.440555889392272
"var04"	"obs21"	"group01"	3	0.568847944028676
"var05"	"obs21"	"group01"	3	0.1865714432206
"var06"	"obs21"	"group01"	3	0.531501988647506
"var07"	"obs21"	"group01"	3	0.463338434230536
"var08"	"obs21"	"group01"	3	0.620731012895703
"var09"	"obs21"	"group01"	3	0.232130913762376
"var10"	"obs21"	"group01"	3	0.860657672397792
"var01"	"obs22"	"group02"	3	0.221394588705152
"var02"	"obs22"	"group02"	3	0.306311427848414
"var03"	"obs22"	"group02"	3	0.8385811583139
"var04"	"obs22"	"group02"	3	0.8323855525814
"var05"	"obs22"	"group02"	3	0.284760946407914
"var06"	"obs22"	"group02"	3	0.712408758699894
"var07"	"obs22"	"group02"	3	0.485629906412214
"var08"	"obs22"	"group02"	3	0.827842118917033
"var09"	"obs22"	"group02"	3	0.0858148627448827
"var10"	"obs22"	"group02"	3	0.513479730114341
"var01"	"obs23"	"group03"	3	0.117349215317518
"var02"	"obs23"	"group03"	3	0.515298714861274
"var03"	"obs23"	"group03"	3	0.483468342572451
"var04"	"obs23"	"group03"	3	0.248754576779902
"var05"	"obs23"	"group03"	3	0.564930557506159
"var06"	"obs23"	"group03"	3	0.759789820760489
"var07"	"obs23"	"group03"	3	0.392976118717343
"var08"	"obs23"	"group03"	3	0.996609615162015
"var09"	"obs23"	"group03"	3	0.581295229261741
"var10"	"obs23"	"group03"	3	0.351262140786275
"var01"	"obs24"	"group04"	3	0.626807419816032
"var02"	"obs24"	"group04"	3	0.0186684937216341
"var03"	"obs24"	"group04"	3	0.753378567751497
"var04"	"obs24"	"group04"	3	0.0179528305307031
"var05"	"obs24"	"group04"	3	0.00039685657247901
"var06"	"obs24"	"group04"	3	0.174472483573481
"var07"	"obs24"	"group04"	3	0.504413730464876
"var08"	"obs24"	"group04"	3	0.656536480644718
"var09"	"obs24"	"group04"	3	0.037063289899379
"var10"	"obs24"	"group04"	3	0.937574449926615
"var01"	"obs25"	"group05"	3	0.620823236647993
"var02"	"obs25"	"group05"	3	0.426709588384256
"var03"	"obs25"	"group05"	3	0.175364325754344
"var04"	"obs25"	"group05"	3	0.452357062837109
"var05"	"obs25"	"group05"	3	0.798917731270194
"var06"	"obs25"	"group05"	3	0.767205756157637
"var07"	"obs25"	"group05"	3	0.296287569915876
"var08"	"obs25"	"group05"	3	0.00788394175469875
"var09"	"obs25"	"group05"	3	0.140737398527563
"var10"	"obs25"	"group05"	3	0.507892058929428
"var01"	"obs26"	"group06"	3	0.603279038798064
"var02"	"obs26"	"group06"	3	0.69128775713034
"var03"	"obs26"	"group06"	3	0.0562724431511015
"var04"	"obs26"	"group06"	3	0.376714098034427
"var05"	"obs26"	"group06"	3	0.823891907464713
"var06"	"obs26"	"group06"	3	0.60049848514609
"var07"	"obs26"	"group06"	3	0.319108486408368
"var08"	"obs26"	"group06"	3	0.175999740837142
"var09"	"obs26"	"group06"	3	0.431479501770809
"var10"	"obs26"	"group06"	3	0.831498049432412
"var01"	"obs27"	"group07"	3	0.727123707998544
"var02"	"obs27"	"group07"	3	0.837970553897321
"var03"	"obs27"	"group07"	3	0.774621405638754
"var04"	"obs27"	"group07"	3	0.560036024777219
"var05"	"obs27"	"group07"	3	0.489896678132936
"var06"	"obs27"	"group07"	3	0.926913584582508
"var07"	"obs27"	"group07"	3	0.353600737405941
"var08"	"obs27"	"group07"	3	0.960379381431267
"var09"	"obs27"	"group07"	3	0.296773917041719
"var10"	"obs27"	"group07"	3	0.944567924132571
"var01"	"obs28"	"group08"	3	0.640994085697457
"var02"	"obs28"	"group08"	3	0.799251114018261
"var03"	"obs28"	"group08"	3	0.246400549076498
"var04"	"obs28"	"group08"	3	0.425232931505889
"var05"	"obs28"	"group08"	3	0.429416783852503
"var06"	"obs28"	"group08"	3	0.126597139984369
"var07"	"obs28"	"group08"	3	0.164875857764855
"var08"	"obs28"	"group08"	3	0.800942056346685
"var09"	"obs28"	"group08"	3	0.279258025111631
"var10"	"obs28"	"group08"	3	0.729431164683774
"var01"	"obs29"	"group09"	3	0.965993440011516
"var02"	"obs29"	"group09"	3	0.512252083979547
"var03"	"obs29"	"group09"	3	0.662253238493577
"var04"	"obs29"	"group09"	3	0.204804103588685
"var05"	"obs29"	"group09"	3	0.901508065639064
"var06"	"obs29"	"group09"	3	0.468519798247144
"var07"	"obs29"	"group09"	3	0.021014068974182
"var08"	"obs29"	"group09"	3	0.502899196231738
"var09"	"obs29"	"group09"	3	0.757683778647333
"var10"	"obs29"	"group09"	3	0.477898567682132
"var01"	"obs30"	"group10"	3	0.445056418888271
"var02"	"obs30"	"group10"	3	0.185470359865576
"var03"	"obs30"	"group10"	3	0.663293368183076
"var04"	"obs30"	"group10"	3	0.415691315429285
"var05"	"obs30"	"group10"	3	0.221068790415302
"var06"	"obs30"	"group10"	3	0.430175279732794
"var07"	"obs30"	"group10"	3	0.603789419867098
"var08"	"obs30"	"group10"	3	0.364847413031384
"var09"	"obs30"	"group10"	3	0.409997211769223
"var10"	"obs30"	"group10"	3	0.0808934192173183
"var01"	"obs31"	"group01"	4	0.860428259009495
"var02"	"obs31"	"group01"	4	0.240203560329974
"var03"	"obs31"	"group01"	4	0.795735533582047
"var04"	"obs31"	"group01"	4	0.117929574567825
"var05"	"obs31"	"group01"	4	0.670839119935408
"var06"	"obs31"	"group01"	4	0.65302385459654
"var07"	"obs31"	"group01"	4	0.798941143788397
"var08"	"obs31"	"group01"	4	0.613920778501779
"var09"	"obs31"	"group01"	4	0.5679223658517
"var10"	"obs31"	"group01"	4	0.449869600124657
"var01"	"obs32"	"group02"	4	0.212513373466209
"var02"	"obs32"	"group02"	4	0.504971086513251
"var03"	"obs32"	"group02"	4	0.7504252421204
"var04"	"obs32"	"group02"	4	0.11150900227949
"var05"	"obs32"	"group02"	4	0.647551917703822
"var06"	"obs32"	"group02"	4	0.63160758302547
"var07"	"obs32"	"group02"	4	0.660009780433029
"var08"	"obs32"	"group02"	4	0.943836418911815
"var09"	"obs32"	"group02"	4	0.355515180854127
"var10"	"obs32"	"group02"	4	0.757355207111686
"var01"	"obs33"	"group03"	4	0.36601972556673
"var02"	"obs33"	"group03"	4	0.495944027323276
"var03"	"obs33"	"group03"	4	0.118735853582621
"var04"	"obs33"	"group03"	4	0.857543618418276
"var05"	"obs33"	"group03"	4	0.133111584000289
"var06"	"obs33"	"group03"	4	0.367938599549234
"var07"	"obs33"	"group03"	4	0.549098219256848
"var08"	"obs33"	"group03"	4	0.956022846512496
"var09"	"obs33"	"group03"	4	0.952628558501601
"var10"	"obs33"	"group03"	4	0.685141255613416
"var01"	"obs34"	"group04"	4	0.819135144352913
"var02"	"obs34"	"group04"	4	0.404508604900911
"var03"	"obs34"	"group04"	4	0.701360750477761
"var04"	"obs34"	"group04"	4	0.667311590630561
"var05"	"obs34"	"group04"	4	0.954808750422671
"var06"	"obs34"	"group04"	4	0.398518103174865
"var07"	"obs34"	"group04"	4	0.227260555140674
"var08"	"obs34"	"group04"	4	0.340513224015012
"var09"	"obs34"	"group04"	4	0.232658841647208
"var10"	"obs34"	"group04"	4	0.968090100912377
"var01"	"obs35"	"group05"	4	0.155989723280072
"var02"	"obs35"	"group05"	4	0.0973900042008609
"var03"	"obs35"	"group05"	4	0.339899997925386
"var04"	"obs35"	"group05"	4	0.923424963606521
"var05"	"obs35"	"group05"	4	0.516998038860038
"var06"	"obs35"	"group05"	4	0.67685922072269
"var07"	"obs35"	"group05"	4	0.330379609484226
"var08"	"obs35"	"group05"	4	0.707508320221677
"var09"	"obs35"	"group05"	4	0.885519668925554
"var10"	"obs35"	"group05"	4	0.249355667037889
"var01"	"obs36"	"group06"	4	0.934102204162627
"var02"	"obs36"	"group06"	4	0.529456403339282
"var03"	"obs36"	"group06"	4	0.206399761140347
"var04"	"obs36"	"group06"	4	0.135798830306157
"var05"	"obs36"	"group06"	4	0.195389605360106
"var06"	"obs36"	"group06"	4	0.0837936839088798
"var07"	"obs36"	"group06"	4	0.611271563684568
"var08"	"obs36"	"group06"	4	0.236230110982433
"var09"	"obs36"	"group06"	4	0.738629586528987
"var10"	"obs36"	"group06"	4	0.0871573062613606
"var01"	"obs37"	"group07"	4	0.89346509007737
"var02"	"obs37"	"group07"	4	0.90217035333626
"var03"	"obs37"	"group07"	4	0.996400947216898
"var04"	"obs37"	"group07"	4	0.281249039573595
"var05"	"obs37"	"group07"	4	0.631625085603446
"var06"	"obs37"	"group07"	4	0.980440665967762
"var07"	"obs37"	"group07"	4	0.581035038689151
"var08"	"obs37"	"group07"	4	0.107378920540214
"var09"	"obs37"	"group07"	4	0.857190417358652
"var10"	"obs37"	"group07"	4	0.864223503740504
"var01"	"obs38"	"group08"	4	0.544240830466151
"var02"	"obs38"	"group08"	4	0.597266235621646
"var03"	"obs38"	"group08"	4	0.800265969475731
"var04"	"obs38"	"group08"	4	0.168390265200287
"var05"	"obs38"	"group08"	4	0.584876643959433
"var06"	"obs38"	"group08"	4	0.0589693181682378
"var07"	"obs38"	"group08"	4	0.431026240577921
"var08"	"obs38"	"group08"	4	0.955204777186736
"var09"	"obs38"	"group08"	4	0.727330890716985
"var10"	"obs38"	"group08"	4	0.193984522949904
"var01"	"obs39"	"group09"	4	0.266376923769712
"var02"	"obs39"	"group09"	4	0.144888399867341
"var03"	"obs39"	"group09"	4	0.0860251490958035
"var04"	"obs39"	"group09"	4	0.287304240046069
"var05"	"obs39"	"group09"	4	0.926724014803767
"var06"	"obs39"	"group09"	4	0.839470106875524
"var07"	"obs39"	"group09"	4	0.238687238190323
"var08"	"obs39"	"group09"	4	0.165124776540324
"var09"	"obs39"	"group09"	4	0.713894633576274
"var10"	"obs39"	"group09"	4	0.00943193747662008
"var01"	"obs40"	"group10"	4	0.513024169020355
"var02"	"obs40"	"group10"	4	0.509775153594092
"var03"	"obs40"	"group10"	4	0.720153474016115
"var04"	"obs40"	"group10"	4	0.151250802678987
"var05"	"obs40"	"group10"	4	0.94253723602742
"var06"	"obs40"	"group10"	4	0.442462232662365
"var07"	"obs40"	"group10"	4	0.468478036811575
"var08"	"obs40"	"group10"	4	0.844173222081736
"var09"	"obs40"	"group10"	4	0.0764540648087859
"var10"	"obs40"	"group10"	4	0.942966079106554
"var01"	"obs41"	"group01"	5	0.900160981109366
"var02"	"obs41"	"group01"	5	0.657766158692539
"var03"	"obs41"	"group01"	5	0.756449946435168
"var04"	"obs41"	"group01"	5	0.946921868482605
"var05"	"obs41"	"group01"	5	0.604264235822484
"var06"	"obs41"	"group01"	5	0.66057533887215
"var07"	"obs41"	"group01"	5	0.255592457251623
"var08"	"obs41"	"group01"	5	0.097119074780494
"var09"	"obs41"	"group01"	5	0.941709377104416
"var10"	"obs41"	"group01"	5	0.167906146962196
"var01"	"obs42"	"group02"	5	0.951954320538789
"var02"	"obs42"	"group02"	5	0.302409020718187
"var03"	"obs42"	"group02"	5	0.663256191881374
"var04"	"obs42"	"group02"	5	0.935161867877468
"var05"	"obs42"	"group02"	5	0.748083526967093
"var06"	"obs42"	"group02"	5	0.474075432866812
"var07"	"obs42"	"group02"	5	0.394577860832214
"var08"	"obs42"	"group02"	5	0.684586770134047
"var09"	"obs42"	"group02"	5	0.14031857997179
"var10"	"obs42"	"group02"	5	0.131159201497212
"var01"	"obs43"	"group03"	5	0.257876246934757
"var02"	"obs43"	"group03"	5	0.148987062042579
"var03"	"obs43"	"group03"	5	0.898073836695403
"var04"	"obs43"	"group03"	5	0.778850175905973
"var05"	"obs43"	"group03"	5	0.549963393714279
"var06"	"obs43"	"group03"	5	0.627937275217846
"var07"	"obs43"	"group03"	5	0.47777170012705
"var08"	"obs43"	"group03"	5	0.42021746491082
"var09"	"obs43"	"group03"	5	0.17517519579269
"var10"	"obs43"	"group03"	5	0.380705636227503
"var01"	"obs44"	"group04"	5	0.331354912603274
"var02"	"obs44"	"group04"	5	0.354017531033605
"var03"	"obs44"	"group04"	5	0.815260316478088
"var04"	"obs44"	"group04"	5	0.849539377028123
"var05"	"obs44"	"group04"	5	0.164000619435683
"var06"	"obs44"	"group04"	5	0.1317392247729
"var07"	"obs44"	"group04"	5	0.561550443060696
"var08"	"obs44"	"group04"	5	0.894281769404188
"var09"	"obs44"	"group04"	5	0.452886561630294
"var10"	"obs44"	"group04"	5	0.0910136718302965
"var01"	"obs45"	"group05"	5	0.594667426077649
"var02"	"obs45"	"group05"	5	0.787730353418738
"var03"	"obs45"	"group05"	5	0.571189507609233
"var04"	"obs45"	"group05"	5	0.812423979630694
"var05"	"obs45"	"group05"	5	0.657151289051399
"var06"	"obs45"	"group05"	5	0.304176157107577
"var07"	"obs45"	"group05"	5	0.93486788100563
"var08"	"obs45"	"group05"	5	0.036137861199677
"var09"	"obs45"	"group05"	5	0.0556545415893197
"var10"	"obs45"	"group05"	5	0.915972515475005
"var01"	"obs46"	"group06"	5	0.413121871650219
"var02"	"obs46"	"group06"	5	0.998777754837647
"var03"	"obs46"	"group06"	5	0.469779753824696
"var04"	"obs46"	"group06"	5	0.356788167264313
"var05"	"obs46"	"group06"	5	0.55858584609814
"var06"	"obs46"	"group06"	5	0.403135992120951
"var07"	"obs46"	"group06"	5	0.334040712565184
"var08"	"obs46"	"group06"	5	0.602834168588743
"var09"	"obs46"	"group06"	5	0.925361796980724
"var10"	"obs46"	"group06"	5	0.0856547839939594
"var01"	"obs47"	"group07"	5	0.81696038832888
"var02"	"obs47"	"group07"	5	0.481940268073231
"var03"	"obs47"	"group07"	5	0.256239694776013
"var04"	"obs47"	"group07"	5	0.866013190941885
"var05"	"obs47"	"group07"	5	0.177778319222853
"var06"	"obs47"	"group07"	5	0.73930603871122
"var07"	"obs47"	"group07"	5	0.818614908494055
"var08"	"obs47"	"group07"	5	0.681682041613385
"var09"	"obs47"	"group07"	5	0.557931897463277
"var10"	"obs47"	"group07"	5	0.110111971851438
"var01"	"obs48"	"group08"	5	0.96927207801491
"var02"	"obs48"	"group08"	5	0.0331857767887414
"var03"	"obs48"	"group08"	5	0.199638148536906
"var04"	"obs48"	"group08"	5	0.342151548247784
"var05"	"obs48"	"group08"	5	0.045126520562917
"var06"	"obs48"	"group08"	5	0.221960206050426
"var07"	"obs48"	"group08"	5	0.558533444534987
"var08"	"obs48"	"group08"	5	0.489888018928468
"var09"	"obs48"	"group08"	5	0.993848107522354
"var10"	"obs48"	"group08"	5	0.638387134531513
"var01"	"obs49"	"group09"	5	0.713201589649543
"var02"	"obs49"	"group09"	5	0.125679874327034
"var03"	"obs49"	"group09"	5	0.399026058148593
"var04"	"obs49"	"group09"	5	0.207224062411115
"var05"	"obs49"	"group09"	5	0.82703461823985
"var06"	"obs49"	"group09"	5	0.699622528860345
"var07"	"obs49"	"group09"	5	0.740496801910922
"var08"	"obs49"	"group09"	5	0.0981777878478169
"var09"	"obs49"	"group09"	5	0.640395272988826
"var10"	"obs49"	"group09"	5	0.114137508207932
"var01"	"obs50"	"group10"	5	0.273183928802609
"var02"	"obs50"	"group10"	5	0.183686924632639
"var03"	"obs50"	"group10"	5	0.130131153855473
"var04"	"obs50"	"group10"	5	0.85643000761047
"var05"	"obs50"	"group10"	5	0.0285045537166297
"var06"	"obs50"	"group10"	5	0.0924717264715582
"var07"	"obs50"	"group10"	5	0.885450890986249
"var08"	"obs50"	"group10"	5	0.18259695218876
"var09"	"obs50"	"group10"	5	0.691826560068876
"var10"	"obs50"	"group10"	5	0.21547825448215
