"Observation"	"Variable"	"Measurement"	"Group"	"Supergroup"
"obs09"	"var07"	0.554192610550672	"treatment"	"supergroup1"
"obs09"	"var08"	0.0225332486443222	"treatment"	"supergroup1"
"obs09"	"var09"	0.00207322370260954	"treatment"	"supergroup1"
"obs09"	"var10"	0.153036052593961	"treatment"	"supergroup1"
"obs10"	"var01"	0.816095616901293	"treatment"	"supergroup1"
"obs10"	"var02"	0.38351501035504	"treatment"	"supergroup1"
"obs10"	"var03"	0.471976450178772	"treatment"	"supergroup1"
"obs10"	"var04"	0.186283627990633	"treatment"	"supergroup1"
"obs10"	"var05"	0.719466611510143	"treatment"	"supergroup1"
"obs10"	"var06"	0.783831657608971	"treatment"	"supergroup1"
"obs10"	"var07"	0.356045134132728	"treatment"	"supergroup1"
"obs10"	"var08"	0.752896850928664	"treatment"	"supergroup1"
"obs10"	"var09"	0.831099248724058	"treatment"	"supergroup1"
"obs10"	"var10"	0.611497012665495	"treatment"	"supergroup1"
"obs01"	"var01"	0.363488656235859	"control"	"supergroup2"
"obs01"	"var02"	0.252920780098066	"control"	"supergroup2"
"obs01"	"var03"	0.0969426864758134	"control"	"supergroup2"
"obs01"	"var04"	0.459561324911192	"control"	"supergroup2"
"obs01"	"var05"	0.769618237856776	"control"	"supergroup2"
"obs01"	"var06"	0.174292542971671	"control"	"supergroup2"
"obs01"	"var07"	0.842412468511611	"control"	"supergroup2"
"obs01"	"var08"	0.389117055106908	"control"	"supergroup2"
"obs01"	"var09"	0.256517009343952	"control"	"supergroup2"
"obs01"	"var10"	0.534589240094647	"control"	"supergroup2"
"obs02"	"var01"	0.518304058117792	"control"	"supergroup2"
"obs02"	"var02"	0.829326233826578	"control"	"supergroup2"
"obs02"	"var03"	0.660845220321789	"control"	"supergroup2"
"obs02"	"var04"	0.878220496699214	"control"	"supergroup2"
"obs02"	"var05"	0.431922907009721	"control"	"supergroup2"
"obs02"	"var06"	0.723797509912401	"control"	"supergroup2"
"obs02"	"var07"	0.319204076658934	"control"	"supergroup2"
"obs02"	"var08"	0.529577874112874	"control"	"supergroup2"
"obs02"	"var09"	0.755228862166405	"control"	"supergroup2"
"obs02"	"var10"	0.51466367370449	"control"	"supergroup2"
"obs03"	"var01"	0.228358828928322	"control"	"supergroup2"
"obs03"	"var02"	0.702304686419666	"control"	"supergroup2"
"obs03"	"var03"	0.571606974117458	"control"	"supergroup2"
"obs03"	"var04"	0.0537026498932391	"control"	"supergroup2"
"obs03"	"var05"	0.606104466598481	"control"	"supergroup2"
"obs03"	"var06"	0.96783153177239	"control"	"supergroup2"
"obs03"	"var07"	0.00218193116597831	"control"	"supergroup2"
"obs03"	"var08"	0.378543188795447	"control"	"supergroup2"
"obs03"	"var09"	0.620550668798387	"control"	"supergroup2"
"obs03"	"var10"	0.784645191160962	"control"	"supergroup2"
"obs04"	"var01"	0.153837474994361	"control"	"supergroup2"
"obs04"	"var02"	0.390461062081158	"control"	"supergroup2"
"obs04"	"var03"	0.249755546217784	"control"	"supergroup2"
"obs04"	"var04"	0.774850385729223	"control"	"supergroup2"
"obs04"	"var05"	0.154260328505188	"control"	"supergroup2"
"obs04"	"var06"	0.91405334090814	"control"	"supergroup2"
"obs04"	"var07"	0.673012958839536	"control"	"supergroup2"
"obs04"	"var08"	0.427546362392604	"control"	"supergroup2"
"obs04"	"var09"	0.222100478364155	"control"	"supergroup2"
"obs04"	"var10"	0.348374602152035	"control"	"supergroup2"
"obs05"	"var01"	0.978476951131597	"control"	"supergroup2"
"obs05"	"var02"	0.800820857286453	"control"	"supergroup2"
"obs05"	"var03"	0.635319293942302	"control"	"supergroup2"
"obs05"	"var04"	0.122195012401789	"control"	"supergroup2"
"obs05"	"var05"	0.0968170445412397	"control"	"supergroup2"
"obs05"	"var06"	0.0274767449591309	"control"	"supergroup2"
"obs05"	"var07"	0.757308111293241	"control"	"supergroup2"
"obs05"	"var08"	0.688655995065346	"control"	"supergroup2"
"obs05"	"var09"	0.604980683885515	"control"	"supergroup2"
"obs05"	"var10"	0.96324553550221	"control"	"supergroup2"
"obs06"	"var01"	0.137989772949368	"treatment"	"supergroup2"
"obs06"	"var02"	0.088364725233987	"treatment"	"supergroup2"
"obs06"	"var03"	0.886537470621988	"treatment"	"supergroup2"
"obs06"	"var04"	0.363794515840709	"treatment"	"supergroup2"
"obs06"	"var05"	0.825938470195979	"treatment"	"supergroup2"
"obs06"	"var06"	0.0840109004639089	"treatment"	"supergroup2"
"obs06"	"var07"	0.137298463843763	"treatment"	"supergroup2"
"obs06"	"var08"	0.388537564547732	"treatment"	"supergroup2"
"obs06"	"var09"	0.259569037239999	"treatment"	"supergroup2"
"obs06"	"var10"	0.657173993997276	"treatment"	"supergroup2"
"obs07"	"var01"	0.0566472276113927	"treatment"	"supergroup2"
"obs07"	"var02"	0.808887103339657	"treatment"	"supergroup2"
"obs07"	"var03"	0.035515746101737	"treatment"	"supergroup2"
"obs07"	"var04"	0.756453501060605	"treatment"	"supergroup2"
"obs07"	"var05"	0.592191942967474	"treatment"	"supergroup2"
"obs07"	"var06"	0.655171611579135	"treatment"	"supergroup2"
"obs07"	"var07"	0.589475158601999	"treatment"	"supergroup2"
"obs07"	"var08"	0.0135483341291547	"treatment"	"supergroup2"
"obs07"	"var09"	0.573289400432259	"treatment"	"supergroup2"
"obs07"	"var10"	0.454610364278778	"treatment"	"supergroup2"
"obs08"	"var01"	0.0733579169027507	"treatment"	"supergroup2"
"obs08"	"var02"	0.604046750813723	"treatment"	"supergroup2"
"obs08"	"var03"	0.50726424716413	"treatment"	"supergroup2"
"obs08"	"var04"	0.13377070077695	"treatment"	"supergroup2"
"obs08"	"var05"	0.118072490906343	"treatment"	"supergroup2"
"obs08"	"var06"	0.610971149522811	"treatment"	"supergroup2"
"obs08"	"var07"	0.373054363299161	"treatment"	"supergroup2"
"obs08"	"var08"	0.0645778747275472	"treatment"	"supergroup2"
"obs08"	"var09"	0.0986281451769173	"treatment"	"supergroup2"
"obs08"	"var10"	0.213649872457609	"treatment"	"supergroup2"
"obs09"	"var01"	0.541740484302863	"treatment"	"supergroup2"
"obs09"	"var02"	0.0194835006259382	"treatment"	"supergroup2"
"obs09"	"var03"	0.966328423237428	"treatment"	"supergroup2"
"obs09"	"var04"	0.354408209910616	"treatment"	"supergroup2"
"obs09"	"var05"	0.162253272021189	"treatment"	"supergroup2"
"obs09"	"var06"	0.792007942451164	"treatment"	"supergroup2"
"obs09"	"var07"	0.56233335682191	"treatment"	"supergroup2"
"obs09"	"var08"	0.431064098142087	"treatment"	"supergroup2"
"obs09"	"var09"	0.887255744310096	"treatment"	"supergroup2"
"obs09"	"var10"	0.153662592172623	"treatment"	"supergroup2"
"obs10"	"var01"	0.0593757496681064	"treatment"	"supergroup2"
"obs10"	"var02"	0.739094973308966	"treatment"	"supergroup2"
"obs10"	"var03"	0.983136778464541	"treatment"	"supergroup2"
"obs10"	"var04"	0.836970394477248	"treatment"	"supergroup2"
"obs10"	"var05"	0.893650060286745	"treatment"	"supergroup2"
"obs10"	"var06"	0.893716220045462	"treatment"	"supergroup2"
"obs10"	"var07"	0.182304203975946	"treatment"	"supergroup2"
"obs10"	"var08"	0.789942301576957	"treatment"	"supergroup2"
"obs10"	"var09"	0.839009931311011	"treatment"	"supergroup2"
"obs10"	"var10"	0.527859517605975	"treatment"	"supergroup2"
