"Variable"	"Observation"	"Group"	"Series"	"Measurement"
"var02"	"obs14"	"group04"	2	0.548955316189677
"var03"	"obs14"	"group04"	2	0.697587938979268
"var04"	"obs14"	"group04"	2	0.995732073904946
"var05"	"obs14"	"group04"	2	0.325363885378465
"var06"	"obs14"	"group04"	2	0.383866551332176
"var07"	"obs14"	"group04"	2	0.825384446652606
"var08"	"obs14"	"group04"	2	0.225778026506305
"var09"	"obs14"	"group04"	2	0.644369828980416
"var10"	"obs14"	"group04"	2	0.315985743189231
"var01"	"obs15"	"group05"	2	0.653171118348837
"var02"	"obs15"	"group05"	2	0.428883914137259
"var03"	"obs15"	"group05"	2	0.457715075695887
"var04"	"obs15"	"group05"	2	0.825525153661147
"var05"	"obs15"	"group05"	2	0.609327894868329
"var06"	"obs15"	"group05"	2	0.318877232726663
"var07"	"obs15"	"group05"	2	0.959407930728048
"var08"	"obs15"	"group05"	2	0.248281921260059
"var09"	"obs15"	"group05"	2	0.809706581756473
"var10"	"obs15"	"group05"	2	0.0719889586325735
"var01"	"obs16"	"group06"	2	0.77206474239938
"var02"	"obs16"	"group06"	2	0.0281699397601187
"var03"	"obs16"	"group06"	2	0.0698288846760988
"var04"	"obs16"	"group06"	2	0.135954316472635
"var05"	"obs16"	"group06"	2	0.556335951434448
"var06"	"obs16"	"group06"	2	0.573983098380268
"var07"	"obs16"	"group06"	2	0.612769362516701
"var08"	"obs16"	"group06"	2	0.416585256578401
"var09"	"obs16"	"group06"	2	0.884874217910692
"var10"	"obs16"	"group06"	2	0.966333396965638
"var01"	"obs17"	"group07"	2	0.945297550177202
"var02"	"obs17"	"group07"	2	0.711112312739715
"var03"	"obs17"	"group07"	2	0.548748587723821
"var04"	"obs17"	"group07"	2	0.521238303044811
"var05"	"obs17"	"group07"	2	0.153782223816961
"var06"	"obs17"	"group07"	2	0.666032935725525
"var07"	"obs17"	"group07"	2	0.272868135711178
"var08"	"obs17"	"group07"	2	0.877149284118786
"var09"	"obs17"	"group07"	2	0.357559648342431
"var10"	"obs17"	"group07"	2	0.0160906568635255
"var01"	"obs18"	"group08"	2	0.00389553466811776
"var02"	"obs18"	"group08"	2	0.392264676745981
"var03"	"obs18"	"group08"	2	0.347805008525029
"var04"	"obs18"	"group08"	2	0.68955552414991
"var05"	"obs18"	"group08"	2	0.118357033235952
"var06"	"obs18"	"group08"	2	0.0495369636919349
"var07"	"obs18"	"group08"	2	0.0917145232670009
"var08"	"obs18"	"group08"	2	0.658037556568161
"var09"	"obs18"	"group08"	2	0.261106088990346
"var10"	"obs18"	"group08"	2	0.788758540991694
"var01"	"obs19"	"group09"	2	0.840650571277365
"var02"	"obs19"	"group09"	2	0.0437560549471527
"var03"	"obs19"	"group09"	2	0.0395840543787926
"var04"	"obs19"	"group09"	2	0.226632589939982
"var05"	"obs19"	"group09"	2	0.236228122608736
"var06"	"obs19"	"group09"	2	0.174471884733066
"var07"	"obs19"	"group09"	2	0.363362529547885
"var08"	"obs19"	"group09"	2	0.658732212847099
"var09"	"obs19"	"group09"	2	0.421299196546897
"var10"	"obs19"	"group09"	2	0.346162443980575
"var01"	"obs20"	"group10"	2	0.856307866983116
"var02"	"obs20"	"group10"	2	0.565314196282998
"var03"	"obs20"	"group10"	2	0.00699976645410061
"var04"	"obs20"	"group10"	2	0.524630195926875
"var05"	"obs20"	"group10"	2	0.298690566327423
"var06"	"obs20"	"group10"	2	0.646409834967926
"var07"	"obs20"	"group10"	2	0.515748279867694
"var08"	"obs20"	"group10"	2	0.688421895727515
"var09"	"obs20"	"group10"	2	0.926443799864501
"var10"	"obs20"	"group10"	2	0.106504749506712
"var01"	"obs21"	"group01"	3	0.927458985941485
"var02"	"obs21"	"group01"	3	0.692268496612087
"var03"	"obs21"	"group01"	3	0.811629805713892
"var04"	"obs21"	"group01"	3	0.888761312467977
"var05"	"obs21"	"group01"	3	0.495201773941517
"var06"	"obs21"	"group01"	3	0.621069836197421
"var07"	"obs21"	"group01"	3	0.177287621190771
"var08"	"obs21"	"group01"	3	0.695117709692568
"var09"	"obs21"	"group01"	3	0.224390038056299
"var10"	"obs21"	"group01"	3	0.999782148282975
"var01"	"obs22"	"group02"	3	0.365144131472334
"var02"	"obs22"	"group02"	3	0.148980416590348
"var03"	"obs22"	"group02"	3	0.320431745611131
"var04"	"obs22"	"group02"	3	0.235480671748519
"var05"	"obs22"	"group02"	3	0.764005217934027
"var06"	"obs22"	"group02"	3	0.907026855740696
"var07"	"obs22"	"group02"	3	0.275096186902374
"var08"	"obs22"	"group02"	3	0.763878277270123
"var09"	"obs22"	"group02"	3	0.204551904927939
"var10"	"obs22"	"group02"	3	0.976429270580411
"var01"	"obs23"	"group03"	3	0.626188189722598
"var02"	"obs23"	"group03"	3	0.224609334953129
"var03"	"obs23"	"group03"	3	0.485464715166017
"var04"	"obs23"	"group03"	3	0.498547221301123
"var05"	"obs23"	"group03"	3	0.271108745597303
"var06"	"obs23"	"group03"	3	0.370817464310676
"var07"	"obs23"	"group03"	3	0.327782660024241
"var08"	"obs23"	"group03"	3	0.30045466311276
"var09"	"obs23"	"group03"	3	0.625547878909856
"var10"	"obs23"	"group03"	3	0.87458394584246
"var01"	"obs24"	"group04"	3	0.0994322863407433
"var02"	"obs24"	"group04"	3	0.316510000266135
"var03"	"obs24"	"group04"	3	0.459358287742361
"var04"	"obs24"	"group04"	3	0.0358233819715679
"var05"	"obs24"	"group04"	3	0.355446636211127
"var06"	"obs24"	"group04"	3	0.838941640686244
"var07"	"obs24"	"group04"	3	0.604974007233977
"var08"	"obs24"	"group04"	3	0.765351751353592
"var09"	"obs24"	"group04"	3	0.5448852928821
"var10"	"obs24"	"group04"	3	0.907784570707008
"var01"	"obs25"	"group05"	3	0.0374905904754996
"var02"	"obs25"	"group05"	3	0.359924966702238
"var03"	"obs25"	"group05"	3	0.880956244654953
"var04"	"obs25"	"group05"	3	0.933433601865545
"var05"	"obs25"	"group05"	3	0.281011049170047
"var06"	"obs25"	"group05"	3	0.329675124725327
"var07"	"obs25"	"group05"	3	0.945062862476334
"var08"	"obs25"	"group05"	3	0.720618508057669
"var09"	"obs25"	"group05"	3	0.76586109190248
"var10"	"obs25"	"group05"	3	0.555032627424225
"var01"	"obs26"	"group06"	3	0.562260833801702
"var02"	"obs26"	"group06"	3	0.0573094161227345
"var03"	"obs26"	"group06"	3	0.960440399125218
"var04"	"obs26"	"group06"	3	0.369855454191566
"var05"	"obs26"	"group06"	3	0.155249013099819
"var06"	"obs26"	"group06"	3	0.340799512574449
"var07"	"obs26"	"group06"	3	0.311679625650868
"var08"	"obs26"	"group06"	3	0.184255551779643
"var09"	"obs26"	"group06"	3	0.0921889604069293
"var10"	"obs26"	"group06"	3	0.0141074408311397
"var01"	"obs27"	"group07"	3	0.158256453229114
"var02"	"obs27"	"group07"	3	0.762313938932493
"var03"	"obs27"	"group07"	3	0.701963808154687
"var04"	"obs27"	"group07"	3	0.616661774693057
"var05"	"obs27"	"group07"	3	0.352504217531532
"var06"	"obs27"	"group07"	3	0.469272088026628
"var07"	"obs27"	"group07"	3	0.52433368563652
"var08"	"obs27"	"group07"	3	0.866033669793978
"var09"	"obs27"	"group07"	3	0.796192751731724
"var10"	"obs27"	"group07"	3	0.0851465112064034
"var01"	"obs28"	"group08"	3	0.940452348906547
"var02"	"obs28"	"group08"	3	0.150863450951874
"var03"	"obs28"	"group08"	3	0.434763171477243
"var04"	"obs28"	"group08"	3	0.478105651913211
"var05"	"obs28"	"group08"	3	0.439846985973418
"var06"	"obs28"	"group08"	3	0.0986640092451125
"var07"	"obs28"	"group08"	3	0.772324949270114
"var08"	"obs28"	"group08"	3	0.0577093905303627
"var09"	"obs28"	"group08"	3	0.630170634714887
"var10"	"obs28"	"group08"	3	0.509987460682169
"var01"	"obs29"	"group09"	3	0.106057996395975
"var02"	"obs29"	"group09"	3	0.960319897858426
"var03"	"obs29"	"group09"	3	0.698386068921536
"var04"	"obs29"	"group09"	3	0.715260465163738
"var05"	"obs29"	"group09"	3	0.481642708182335
"var06"	"obs29"	"group09"	3	0.81319357897155
"var07"	"obs29"	"group09"	3	0.263297440484166
"var08"	"obs29"	"group09"	3	0.761377433314919
"var09"	"obs29"	"group09"	3	0.27689852565527
"var10"	"obs29"	"group09"	3	0.89217210165225
"var01"	"obs30"	"group10"	3	0.0112134639639407
"var02"	"obs30"	"group10"	3	0.682266263989732
"var03"	"obs30"	"group10"	3	0.0158734815195203
"var04"	"obs30"	"group10"	3	0.375558522297069
"var05"	"obs30"	"group10"	3	0.0398729948792607
"var06"	"obs30"	"group10"	3	0.735494774300605
"var07"	"obs30"	"group10"	3	0.388896487187594
"var08"	"obs30"	"group10"	3	0.185359329916537
"var09"	"obs30"	"group10"	3	0.0768952346406877
"var10"	"obs30"	"group10"	3	0.549444387899712
"var01"	"obs31"	"group01"	4	0.594100559130311
"var02"	"obs31"	"group01"	4	0.0346296022180468
"var03"	"obs31"	"group01"	4	0.622034135973081
"var04"	"obs31"	"group01"	4	0.93576177675277
"var05"	"obs31"	"group01"	4	0.503877507988364
"var06"	"obs31"	"group01"	4	0.0966634026262909
"var07"	"obs31"	"group01"	4	0.613031179411337
"var08"	"obs31"	"group01"	4	0.617716345470399
"var09"	"obs31"	"group01"	4	0.200372564839199
"var10"	"obs31"	"group01"	4	0.0280435227323323
"var01"	"obs32"	"group02"	4	0.260170734487474
"var02"	"obs32"	"group02"	4	0.710160761373118
"var03"	"obs32"	"group02"	4	0.20419539581053
"var04"	"obs32"	"group02"	4	0.169357955222949
"var05"	"obs32"	"group02"	4	0.247266581980512
"var06"	"obs32"	"group02"	4	0.930222670547664
"var07"	"obs32"	"group02"	4	0.887026774464175
"var08"	"obs32"	"group02"	4	0.156045276438817
"var09"	"obs32"	"group02"	4	0.796669996343553
"var10"	"obs32"	"group02"	4	0.816668405197561
"var01"	"obs33"	"group03"	4	0.00723149394616485
"var02"	"obs33"	"group03"	4	0.906036552041769
"var03"	"obs33"	"group03"	4	0.532839306863025
"var04"	"obs33"	"group03"	4	0.94056973583065
"var05"	"obs33"	"group03"	4	0.180068838875741
"var06"	"obs33"	"group03"	4	0.478444569278508
"var07"	"obs33"	"group03"	4	0.0889675673097372
"var08"	"obs33"	"group03"	4	0.480631464393809
"var09"	"obs33"	"group03"	4	0.485067840432748
"var10"	"obs33"	"group03"	4	0.343216540291905
"var01"	"obs34"	"group04"	4	0.524432537145913
"var02"	"obs34"	"group04"	4	0.97268751100637
"var03"	"obs34"	"group04"	4	0.877320209750906
"var04"	"obs34"	"group04"	4	0.613903260556981
"var05"	"obs34"	"group04"	4	0.280380822252482
"var06"	"obs34"	"group04"	4	0.966614994686097
"var07"	"obs34"	"group04"	4	0.333725405391306
"var08"	"obs34"	"group04"	4	0.0110867575276643
"var09"	"obs34"	"group04"	4	0.108159989118576
"var10"	"obs34"	"group04"	4	0.501626872224733
"var01"	"obs35"	"group05"	4	0.135578162968159
"var02"	"obs35"	"group05"	4	0.629599159583449
"var03"	"obs35"	"group05"	4	0.555776922497898
"var04"	"obs35"	"group05"	4	0.56131301051937
"var05"	"obs35"	"group05"	4	0.720205356599763
"var06"	"obs35"	"group05"	4	0.380610075313598
"var07"	"obs35"	"group05"	4	0.869203286478296
"var08"	"obs35"	"group05"	4	0.0699657509103417
"var09"	"obs35"	"group05"	4	0.34229486156255
"var10"	"obs35"	"group05"	4	0.597190430155024
"var01"	"obs36"	"group06"	4	0.982693770667538
"var02"	"obs36"	"group06"	4	0.372710351832211
"var03"	"obs36"	"group06"	4	0.985000362852588
"var04"	"obs36"	"group06"	4	0.0452584829181433
"var05"	"obs36"	"group06"	4	0.531487311469391
"var06"	"obs36"	"group06"	4	0.997451338451356
"var07"	"obs36"	"group06"	4	0.907431396655738
"var08"	"obs36"	"group06"	4	0.500302142463624
"var09"	"obs36"	"group06"	4	0.933425154769793
"var10"	"obs36"	"group06"	4	0.422444753814489
"var01"	"obs37"	"group07"	4	0.699903098167852
"var02"	"obs37"	"group07"	4	0.88494730903767
"var03"	"obs37"	"group07"	4	0.339573666686192
"var04"	"obs37"	"group07"	4	0.861718199215829
"var05"	"obs37"	"group07"	4	0.469002821017057
"var06"	"obs37"	"group07"	4	0.25248704617843
"var07"	"obs37"	"group07"	4	0.198245242005214
"var08"	"obs37"	"group07"	4	0.918144865892828
"var09"	"obs37"	"group07"	4	0.607054410269484
"var10"	"obs37"	"group07"	4	0.40053792973049
"var01"	"obs38"	"group08"	4	0.398324919864535
"var02"	"obs38"	"group08"	4	0.0941652525216341
"var03"	"obs38"	"group08"	4	0.595656947232783
"var04"	"obs38"	"group08"	4	0.792181620141491
"var05"	"obs38"	"group08"	4	0.505211741896346
"var06"	"obs38"	"group08"	4	0.787335270084441
"var07"	"obs38"	"group08"	4	0.616186427650973
"var08"	"obs38"	"group08"	4	0.533569576218724
"var09"	"obs38"	"group08"	4	0.518909416859969
"var10"	"obs38"	"group08"	4	0.783177150646225
"var01"	"obs39"	"group09"	4	0.928300292929634
"var02"	"obs39"	"group09"	4	0.722549755126238
"var03"	"obs39"	"group09"	4	0.81839975877665
"var04"	"obs39"	"group09"	4	0.0208680315408856
"var05"	"obs39"	"group09"	4	0.306545010767877
"var06"	"obs39"	"group09"	4	0.213316153502092
"var07"	"obs39"	"group09"	4	0.241448627552018
"var08"	"obs39"	"group09"	4	0.978602681076154
"var09"	"obs39"	"group09"	4	0.66929243109189
"var10"	"obs39"	"group09"	4	0.935394739732146
"var01"	"obs40"	"group10"	4	0.540307425661013
"var02"	"obs40"	"group10"	4	0.794565394287929
"var03"	"obs40"	"group10"	4	0.647334947716445
"var04"	"obs40"	"group10"	4	0.9260295687709
"var05"	"obs40"	"group10"	4	0.731358835939318
"var06"	"obs40"	"group10"	4	0.0186060511041433
"var07"	"obs40"	"group10"	4	0.259080315940082
"var08"	"obs40"	"group10"	4	0.579168159747496
"var09"	"obs40"	"group10"	4	0.142177802976221
"var10"	"obs40"	"group10"	4	0.24998561758548
"var01"	"obs41"	"group01"	5	0.801565060624853
"var02"	"obs41"	"group01"	5	0.612480120034888
"var03"	"obs41"	"group01"	5	0.303851630305871
"var04"	"obs41"	"group01"	5	0.216881070053205
"var05"	"obs41"	"group01"	5	0.676904992433265
"var06"	"obs41"	"group01"	5	0.712357607437298
"var07"	"obs41"	"group01"	5	0.371311369584873
"var08"	"obs41"	"group01"	5	0.622137952130288
"var09"	"obs41"	"group01"	5	0.920287297805771
"var10"	"obs41"	"group01"	5	0.877590692369267
"var01"	"obs42"	"group02"	5	0.329599137185141
"var02"	"obs42"	"group02"	5	0.476017551496625
"var03"	"obs42"	"group02"	5	0.305104192579165
"var04"	"obs42"	"group02"	5	0.310965532204136
"var05"	"obs42"	"group02"	5	0.609732069540769
"var06"	"obs42"	"group02"	5	0.868427289184183
"var07"	"obs42"	"group02"	5	0.067965456051752
"var08"	"obs42"	"group02"	5	0.279899477958679
"var09"	"obs42"	"group02"	5	0.56385883432813
"var10"	"obs42"	"group02"	5	0.320034715579823
"var01"	"obs43"	"group03"	5	0.983475085813552
"var02"	"obs43"	"group03"	5	0.632905757054687
"var03"	"obs43"	"group03"	5	0.881943356012926
"var04"	"obs43"	"group03"	5	0.783803639002144
"var05"	"obs43"	"group03"	5	0.362840530928224
"var06"	"obs43"	"group03"	5	0.0669056924525648
"var07"	"obs43"	"group03"	5	0.868274967186153
"var08"	"obs43"	"group03"	5	0.3070321935229
"var09"	"obs43"	"group03"	5	0.581575368763879
"var10"	"obs43"	"group03"	5	0.737050429917872
"var01"	"obs44"	"group04"	5	0.662384543800727
"var02"	"obs44"	"group04"	5	0.305129708023742
"var03"	"obs44"	"group04"	5	0.641516344621778
"var04"	"obs44"	"group04"	5	0.0835201404988766
"var05"	"obs44"	"group04"	5	0.835772007005289
"var06"	"obs44"	"group04"	5	0.842025154270232
"var07"	"obs44"	"group04"	5	0.057383272331208
"var08"	"obs44"	"group04"	5	0.454474868020043
"var09"	"obs44"	"group04"	5	0.477046052226797
"var10"	"obs44"	"group04"	5	0.174454634776339
"var01"	"obs45"	"group05"	5	0.504451782908291
"var02"	"obs45"	"group05"	5	0.155516036786139
"var03"	"obs45"	"group05"	5	0.0761394693981856
"var04"	"obs45"	"group05"	5	0.116072068689391
"var05"	"obs45"	"group05"	5	0.406928877811879
"var06"	"obs45"	"group05"	5	0.970620531123132
"var07"	"obs45"	"group05"	5	0.104827964445576
"var08"	"obs45"	"group05"	5	0.119212997844443
"var09"	"obs45"	"group05"	5	0.0967786482069641
"var10"	"obs45"	"group05"	5	0.619425295153633
"var01"	"obs46"	"group06"	5	0.384086379082873
"var02"	"obs46"	"group06"	5	0.818492749938741
"var03"	"obs46"	"group06"	5	0.837553503457457
"var04"	"obs46"	"group06"	5	0.506183781428263
"var05"	"obs46"	"group06"	5	0.638378140516579
"var06"	"obs46"	"group06"	5	0.832559617469087
"var07"	"obs46"	"group06"	5	0.562632246641442
"var08"	"obs46"	"group06"	5	0.0609008602332324
"var09"	"obs46"	"group06"	5	0.594619857612997
"var10"	"obs46"	"group06"	5	0.154816571623087
"var01"	"obs47"	"group07"	5	0.313594751060009
"var02"	"obs47"	"group07"	5	0.791494079632685
"var03"	"obs47"	"group07"	5	0.694995344849303
"var04"	"obs47"	"group07"	5	0.419451234629378
"var05"	"obs47"	"group07"	5	0.663265739567578
"var06"	"obs47"	"group07"	5	0.0400517100933939
"var07"	"obs47"	"group07"	5	0.858538897475228
"var08"	"obs47"	"group07"	5	0.936062759486958
"var09"	"obs47"	"group07"	5	0.400381396757439
"var10"	"obs47"	"group07"	5	0.418675921158865
"var01"	"obs48"	"group08"	5	0.519171454710886
"var02"	"obs48"	"group08"	5	0.0338886412791908
"var03"	"obs48"	"group08"	5	0.66489428980276
"var04"	"obs48"	"group08"	5	0.395330170169473
"var05"	"obs48"	"group08"	5	0.241677828831598
"var06"	"obs48"	"group08"	5	0.204226632835343
"var07"	"obs48"	"group08"	5	0.45728593878448
"var08"	"obs48"	"group08"	5	0.356704373611137
"var09"	"obs48"	"group08"	5	0.00148961925879121
"var10"	"obs48"	"group08"	5	0.0873393509536982
"var01"	"obs49"	"group09"	5	0.609839167445898
"var02"	"obs49"	"group09"	5	0.712130923056975
"var03"	"obs49"	"group09"	5	0.0691084635909647
"var04"	"obs49"	"group09"	5	0.250443869736046
"var05"	"obs49"	"group09"	5	0.977661779150367
"var06"	"obs49"	"group09"	5	0.844027836574242
"var07"	"obs49"	"group09"	5	0.259329256834462
"var08"	"obs49"	"group09"	5	0.568419635295868
"var09"	"obs49"	"group09"	5	0.372848121449351
"var10"	"obs49"	"group09"	5	0.436649585375562
"var01"	"obs50"	"group10"	5	0.201211134437472
"var02"	"obs50"	"group10"	5	0.0720428731292486
"var03"	"obs50"	"group10"	5	0.642225818010047
"var04"	"obs50"	"group10"	5	0.238805959699675
"var05"	"obs50"	"group10"	5	0.735877787461504
"var06"	"obs50"	"group10"	5	0.655572514049709
"var07"	"obs50"	"group10"	5	0.985289035830647
"var08"	"obs50"	"group10"	5	0.659360153600574
"var09"	"obs50"	"group10"	5	0.83920855820179
"var10"	"obs50"	"group10"	5	0.0246829129755497
